"scientific_name","decimal_latitude","decimal_longitude","where_obtained_coordinates","total_num_specimens"
"Megachile xylocopoides","35.88333333","-78.75","google earth",1
"Megachile xylocopoides","35.888212","-78.62332","dataset provided",1
"Megachile xylocopoides","35.926","-78.601","dataset provided",2
"Melecta pacifica","35.76666667","-78.63333333","google earth - Raleigh",4
"Melissodes agilis","35.76666667","-78.63333333","dataset provided",1
"Melissodes agilis","35.76666667","-78.63333333","google earth - Raleigh",6
"Melissodes bimaculata","35.7502","-78.6605","dataset provided",1
"Melissodes bimaculata","35.76666667","-78.63333333","google earth - Raleigh",54
"Melissodes bimaculata","35.7719","-78.6389","dataset provided",1
"Melissodes bimaculata","35.788","-78.673","dataset provided",1
"Melissodes bimaculata","35.794","-78.7","dataset provided",1
"Melissodes bimaculata","35.797","-78.634","dataset provided",1
"Melissodes bimaculata","35.8","-78.55","google earth - Wake County",2
"Melissodes bimaculata","35.816","-78.642","dataset provided",1
"Melissodes bimaculata","35.88333333","-78.75","google earth",2
"Melissodes boltoniae","35.76666667","-78.63333333","google earth - Raleigh",2
"Melissodes coloradensis","35.76666667","-78.63333333","google earth - Raleigh",11
"Melissodes coloradensis","35.78333333","-78.76666667","google earth",4
"Melissodes coloradensis","35.82189941","-78.65859985","dataset provided",2
"Melissodes communis","35.76666667","-78.63333333","google earth - Raleigh",9
"Melissodes communis","35.7719","-78.6389","dataset provided",1
"Melissodes comptoides","35.76666667","-78.63333333","google earth - Raleigh",2
"Melissodes denticulatus","35.725803","-78.675125","dataset provided",1
"Melissodes denticulatus","35.76666667","-78.63333333","google earth - Raleigh",7
"Melissodes dentiventris","35.76666667","-78.63333333","google earth - Raleigh",67
"Melissodes dentiventris","35.7719","-78.6389","dataset provided",1
"Melissodes dentiventris","35.78333333","-78.76666667","google earth",1
"Melissodes dentiventris","35.8","-78.55","google earth - Wake County",3
"Melissodes druriellus","35.76666667","-78.63333333","google earth - Raleigh",149
"Melissodes druriellus","35.7719","-78.6389","dataset provided",4
"Melissodes druriellus","35.77194","-78.63889","dataset provided",10
"Melissodes druriellus","35.8","-78.55","google earth - Wake County",5
"Melissodes fimbriata","35.76666667","-78.63333333","dataset provided",5
"Melissodes fimbriata","35.76666667","-78.63333333","google earth - Raleigh",35
"Melissodes fimbriata","35.77194","-78.63889","dataset provided",1
"Melissodes fimbriata","35.77209","-78.63861","dataset provided",1
"Melissodes fimbriata","35.8","-78.55","google earth - Wake County",7
"Melissodes fumosa","35.76666667","-78.63333333","google earth - Raleigh",2
"Melissodes fumosa","35.7719","-78.6389","dataset provided",1
"Melissodes fumosa","35.88333333","-78.75","google earth",1
"Melissodes nivea","35.76666667","-78.63333333","google earth - Raleigh",24
"Melissodes nivea","35.78333333","-78.76666667","google earth",6
"Melissodes tincta","35.76666667","-78.63333333","google earth - Raleigh",2
"Melissodes trinodis","35.76666667","-78.63333333","google earth - Raleigh",6
"Melitoma taurea","35.76666667","-78.63333333","google earth - Raleigh",14
"Melitoma taurea","35.8","-78.55","google earth - Wake County",4
"Nomada affabilis","35.76666667","-78.63333333","google earth - Raleigh",31
"Nomada affabilis","35.8","-78.55","google earth - Wake County",1
"Nomada annulata","35.76666667","-78.63333333","google earth - Raleigh",28
"Nomada annulata","35.8","-78.55","dataset provided",1
"Nomada annulata","35.8","-78.55","google earth - Wake County",26
"Nomada annulata","35.85376","-78.74278","dataset provided",1
"Nomada annulata","35.88333333","-78.75","google earth",6
"Nomada annulata","35.89361111","-78.73083333","dataset provided",22
"Nomada armatella","35.77194","-78.63889","dataset provided",1
"Nomada articulata","35.76666667","-78.63333333","google earth - Raleigh",14
"Nomada articulata","35.77194","-78.63889","dataset provided",2
"Nomada articulata","35.8","-78.55","google earth - Wake County",2
"Nomada augustiana","35.77194","-78.63889","dataset provided",1
"Nomada augustiana","35.78099823","-78.36969757","dataset provided",1
"Nomada australis","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada banksi","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada banksi","35.77209","-78.63861","dataset provided",1
"Nomada besseyi","35.77209","-78.63861","dataset provided",1
"Nomada cressonii","35.76666667","-78.63333333","google earth - Raleigh",2
"Nomada cuneata","35.76666667","-78.63333333","google earth - Raleigh",3
"Nomada denticulata","35.76666667","-78.63333333","google earth - Raleigh",6
"Nomada imbricata","35.76666667","-78.63333333","google earth - Raleigh",26
"Nomada imbricata","35.77194","-78.63889","dataset provided",4
"Nomada imbricata","35.8","-78.55","google earth - Wake County",2
"Nomada integerrima","35.76666667","-78.63333333","google earth - Raleigh",4
"Nomada integerrima","35.77194","-78.63889","dataset provided",1
"Nomada lepida","35.76666667","-78.63333333","google earth - Raleigh",13
"Nomada lepida","35.8","-78.55","google earth - Wake County",1
"Nomada lepida","35.88333333","-78.75","google earth",1
"Nomada luteola","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada luteola","35.77194","-78.63889","dataset provided",13
"Nomada luteoloides","35.76666667","-78.36666667","google earth",3
"Nomada luteoloides","35.76666667","-78.63333333","google earth - Raleigh",4
"Nomada luteoloides","35.77209","-78.63861","dataset provided",1
"Nomada ovata","35.76666667","-78.63333333","google earth - Raleigh",31
"Nomada ovata","35.8","-78.55","google earth - Wake County",4
"Nomada ovata","35.88333333","-78.75","google earth",1
"Nomada parva","35.81666667","-78.71666667","google earth",2
"Nomada placida","35.88333333","-78.75","google earth",1
"Nomada pygmaea","35.75","-78.66","dataset provided",1
"Nomada pygmaea","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada pygmaea","35.77194","-78.63889","dataset provided",2
"Nomada rubicunda","35.76666667","-78.63333333","google earth - Raleigh",2
"Nomada sayi","35.76666667","-78.36666667","google earth",1
"Nomada sayi","35.76666667","-78.63333333","google earth - Raleigh",2
"Nomada sayi","35.77194","-78.63889","dataset provided",1
"Nomada sayi","35.8","-78.55","google earth - Wake County",1
"Nomada seneciophila","35.76666667","-78.63333333","dataset provided",2
"Nomada seneciophila","35.76666667","-78.63333333","google earth - Raleigh",16
"Nomada seneciophila","35.789","-78.67","dataset provided",1
"Nomada subnigrocincta","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada sulphurata","35.77194","-78.63889","dataset provided",2
"Nomada texana","35.76666667","-78.63333333","google earth - Raleigh",1
"Nomada vegana","35.65","-78.68333333","google earth - McCullers, Garner",1
"Nomada vegana","35.8","-78.55","google earth - Wake County",1
"Nomia maneei","35.76666667","-78.63333333","google earth - Raleigh",1
"Osmia albiventris","35.76666667","-78.63333333","google earth - Raleigh",3
"Osmia albiventris","35.77209","-78.63861","dataset provided",1
"Osmia atriventris","35.7502","-78.6605","dataset provided",1
"Osmia atriventris","35.76666667","-78.63333333","google earth - Raleigh",63
"Osmia atriventris","35.76666667","-78.65","google earth",1
"Osmia atriventris","35.7719","-78.6389","dataset provided",8
"Osmia atriventris","35.77209","-78.63861","dataset provided",1
"Osmia atriventris","35.8","-78.55","dataset provided",1
"Osmia atriventris","35.8","-78.55","google earth - Wake County",2
"Osmia atriventris","35.85376","-78.74278","dataset provided",2
"Osmia atriventris","35.88333333","-78.75","google earth",10
"Osmia atriventris","35.926","-78.601","dataset provided",1
"Osmia atriventris","35.99388889","-78.7","dataset provided",1
"Osmia chalybea","35.871","-78.763","dataset provided",2
"Osmia collinsiae","35.76666667","-78.63333333","google earth - Raleigh",50
"Osmia collinsiae","35.7719","-78.6389","dataset provided",6
"Osmia collinsiae","35.77194","-78.63889","dataset provided",3
"Osmia collinsiae","35.77209","-78.63861","dataset provided",1
"Osmia collinsiae","35.8","-78.55","dataset provided",1
"Osmia collinsiae","35.8","-78.55","google earth - Wake County",1
"Osmia collinsiae","35.88333333","-78.75","google earth",7
"Osmia collinsiae","35.926","-78.601","dataset provided",1
"Osmia coloradensis","35.7719","-78.6389","dataset provided",4
"Osmia conjuncta","35.76666667","-78.63333333","google earth - Raleigh",49
"Osmia conjuncta","35.88333333","-78.75","google earth",2
"Osmia cornifrons","35.76666667","-78.63333333","google earth - Raleigh",4
"Osmia distincta","35.76666667","-78.63333333","google earth - Raleigh",4
"Osmia distincta","35.77209","-78.63861","dataset provided",1
"Osmia distincta","35.8","-78.55","google earth - Wake County",1
"Osmia distincta","35.88333333","-78.75","google earth",1
"Osmia georgica","35.75","-78.66","dataset provided",2
"Osmia georgica","35.76666667","-78.63333333","google earth - Raleigh",87
"Osmia georgica","35.77194","-78.63889","dataset provided",1
"Osmia georgica","35.786","-78.669","dataset provided",1
"Osmia georgica","35.8","-78.55","google earth - Wake County",6
"Osmia georgica","35.85376","-78.74278","dataset provided",1
"Osmia georgica","35.88333333","-78.75","google earth",3
"Osmia georgica","35.91666667","-78.45","google earth",4
"Osmia georgica","35.94181","-78.58139","dataset provided",2
"Osmia inspergens","35.76666667","-78.63333333","google earth - Raleigh",6
"Osmia inspergens","35.88333333","-78.75","google earth",1
"Osmia lignaria","35.7502","-78.6605","dataset provided",4
"Osmia lignaria","35.76666667","-78.63333333","google earth - Raleigh",4
"Osmia lignaria","35.77194","-78.63889","dataset provided",2
"Osmia lignaria","35.78333333","-78.8","dataset provided",7
"Osmia lignaria","35.8","-78.55","dataset provided",1
"Osmia lignaria","35.83269","-78.72941","dataset provided",2
"Osmia lignaria","35.85376","-78.74278","dataset provided",1
"Osmia lignaria","35.927","-78.564","dataset provided",1
"Osmia pumila","35.75","-78.66","dataset provided",1
"Osmia pumila","35.7502","-78.6605","dataset provided",2
"Osmia pumila","35.76666667","-78.63333333","google earth - Raleigh",39
"Osmia pumila","35.76666667","-78.65","google earth",2
"Osmia pumila","35.7719","-78.6389","dataset provided",1
"Osmia pumila","35.77209","-78.63861","dataset provided",5
"Osmia pumila","35.8","-78.55","google earth - Wake County",5
"Osmia pumila","35.816","-78.642","dataset provided",1
"Osmia pumila","35.83","-78.672","dataset provided",1
"Osmia pumila","35.847","-78.627","dataset provided",2
"Osmia pumila","35.88333333","-78.75","google earth",13
"Osmia pumila","35.892","-78.704","dataset provided",1
"Osmia pumila","35.99388889","-78.7","dataset provided",2
"Osmia sandhouseae","35.76666667","-78.36666667","google earth",1
"Osmia sandhouseae","35.76666667","-78.63333333","google earth - Raleigh",241
"Osmia sandhouseae","35.7719","-78.6389","dataset provided",15
"Osmia sandhouseae","35.77194444","-78.63861111","dataset provided",1
"Osmia sandhouseae","35.77209","-78.63861","dataset provided",1
"Osmia sandhouseae","35.8","-78.55","google earth - Wake County",9
"Osmia sandhouseae","35.85376","-78.74278","dataset provided",2
"Osmia sandhouseae","35.88333333","-78.75","google earth",8
"Osmia sandhouseae","35.94181","-78.58139","dataset provided",2
"Osmia subfasciata","35.75","-78.66","dataset provided",1
"Osmia subfasciata","35.76666667","-78.63333333","google earth - Raleigh",2
"Osmia taurus","35.7502","-78.6605","dataset provided",4
"Panurginus atramontensis","35.75","-78.65","dataset provided",1
"Panurginus potentillae","35.77209","-78.63861","dataset provided",1
"Paranthidium jugatorium","35.76666667","-78.63333333","google earth - Raleigh",39
"Paranthidium jugatorium","35.77194","-78.63889","dataset provided",1
"Paranthidium jugatorium","35.88333333","-78.75","google earth",2
"Perdita boltoniae","35.76666667","-78.63333333","google earth - Raleigh",1
"Perdita boltoniae","35.8","-78.55","google earth - Wake County",1
"Perdita bradleyi","35.8","-78.55","google earth - Wake County",1
"Perdita georgica","35.8","-78.55","google earth - Wake County",1
"Perdita octomaculata","35.65","-78.68333333","google earth - McCullers Crossroads, Garner",5
"Perdita octomaculata","35.75","-78.65","dataset provided",1
"Pseudopanurgus aestivalis","35.8","-78.55","google earth - Wake County",3
"Pseudopanurgus compositarum","35.76666667","-78.63333333","google earth - Raleigh",44
"Pseudopanurgus compositarum","35.76666667","-78.66666667","google earth - Central Utility Plant, NCSU Centennial Campus",2
"Pseudopanurgus compositarum","35.88333333","-78.75","google earth",11
"Pseudopanurgus illinoiensis","35.76666667","-78.63333333","google earth - Raleigh",2
"Pseudopanurgus passiflorae","35.76666667","-78.63333333","google earth - Raleigh",1
"Pseudopanurgus pauper","35.76666667","-78.63333333","google earth - Raleigh",35
"Pseudopanurgus rugosus","35.76666667","-78.63333333","google earth - Raleigh",1
"Pseudopanurgus virginicus","35.76666667","-78.63333333","google earth - Raleigh",2
"Pseudopanurgus virginicus","35.79","-78.65","dataset provided",2
"Ptilothrix bombiformis","35.725803","-78.675125","dataset provided",5
"Ptilothrix bombiformis","35.748","-78.687","dataset provided",5
"Ptilothrix bombiformis","35.75","-78.66","dataset provided",5
"Ptilothrix bombiformis","35.7502","-78.6605","dataset provided",4
"Ptilothrix bombiformis","35.76666667","-78.63333333","google earth - Raleigh",23
"Ptilothrix bombiformis","35.788","-78.673","dataset provided",3
"Ptilothrix bombiformis","35.794","-78.7","dataset provided",10
"Ptilothrix bombiformis","35.797","-78.634","dataset provided",4
"Ptilothrix bombiformis","35.8","-78.55","google earth - Wake County",1
"Ptilothrix bombiformis","35.83","-78.615","dataset provided",1
"Ptilothrix bombiformis","35.842476","-78.797679","dataset provided",1
"Ptilothrix bombiformis","35.867","-78.648","dataset provided",2
"Ptilothrix bombiformis","35.926","-78.601","dataset provided",1
"Sphecodes antennariae","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes aroniae","35.76666667","-78.63333333","google earth - Raleigh",3
"Sphecodes atlantis","35.76666667","-78.63333333","google earth - Raleigh",4
"Sphecodes banksii","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes brachycephalus","35.76666667","-78.63333333","google earth - Raleigh",6
"Sphecodes brachycephalus","35.77209854","-78.63860321","dataset provided",1
"Sphecodes confertus","35.76666667","-78.63333333","google earth - Raleigh",7
"Sphecodes coronus","35.789","-78.67","dataset provided",1
"Sphecodes cressonii","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes cressonii","35.88333333","-78.75","google earth",1
"Sphecodes dichrous","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes heraclei","35.76666667","-78.63333333","google earth - Raleigh",3
"Sphecodes knetschi","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes knetschi","35.8","-78.55","google earth - Wake County",3
"Sphecodes minor","35.76666667","-78.63333333","google earth - Raleigh",9
"Sphecodes minor","35.8","-78.55","google earth - Wake County",1
"Sphecodes pimpinellae","35.76666667","-78.63333333","google earth - Raleigh",1
"Sphecodes stygius","35.76666667","-78.63333333","google earth - Raleigh",4
"Stelis diversicolor","35.76666667","-78.63333333","dataset provided",1
"Stelis diversicolor","35.77209","-78.63861","dataset provided",1
"Stelis foederalis","35.76666667","-78.63333333","google earth - Raleigh",1
"Stelis labiata","35.7502","-78.6605","dataset provided",1
"Stelis labiata","35.76666667","-78.63333333","google earth - Raleigh",2
"Stelis lateralis","35.76666667","-78.63333333","google earth - Raleigh",8
"Stelis louisae","35.7502","-78.6605","dataset provided",6
"Stelis louisae","35.82777778","-78.715","dataset provided",1
"Svastra atripes","35.76666667","-78.63333333","google earth - Raleigh",1
"Svastra atripes","35.88333333","-78.75","google earth",1
"Svastra compta","35.7502","-78.6605","dataset provided",1
"Svastra obliqua","35.725803","-78.675125","dataset provided",29
"Svastra obliqua","35.75","-78.66","dataset provided",3
"Svastra obliqua","35.7502","-78.6605","dataset provided",7
"Svastra obliqua","35.76666667","-78.63333333","dataset provided",6
"Svastra obliqua","35.76666667","-78.63333333","google earth - Raleigh",40
"Svastra obliqua","35.797","-78.634","dataset provided",1
"Svastra obliqua","35.8","-78.55","google earth - Wake County",2
"Svastra obliqua","35.85361","-78.74306","dataset provided",1
"Svastra obliqua","35.88333333","-78.75","dataset provided",1
"Svastra obliqua","35.88333333","-78.75","google earth",4
"Svastra petulca","35.73333333","-78.7","google earth - State Rd 1152",1
"Svastra petulca","35.75","-78.66","dataset provided",3
"Svastra petulca","35.7502","-78.6605","dataset provided",1
"Svastra petulca","35.812","-78.714","dataset provided",5
"Svastra petulca","35.88333333","-78.75","google earth",1
"Trachusa dorsalis","35.65","-78.68333333","dataset provided",1
"Trachusa dorsalis","35.65","-78.68333333","google earth - McCullers, Garner",2
"Trachusa dorsalis","35.77194","-78.63889","dataset provided",2
"Triepeolus concavus","35.76666667","-78.63333333","google earth - Raleigh",1
"Triepeolus concavus","35.8","-78.55","google earth - Wake County",1
"Triepeolus cressonii","35.76666667","-78.63333333","google earth - Raleigh",6
"Triepeolus donatus","35.76666667","-78.63333333","google earth - Raleigh",13
"Triepeolus donatus","35.78333333","-78.76666667","google earth",2
"Triepeolus georgicus","35.76666667","-78.63333333","google earth - Raleigh",1
"Triepeolus lunatus","35.76666667","-78.63333333","google earth - Raleigh",20
"Triepeolus pectoralis","35.76666667","-78.63333333","google earth - raleigh",1
"Triepeolus pectoralis","35.76666667","-78.63333333","google earth - Raleigh",24
"Triepeolus pectoralis","35.77194","-78.63889","dataset provided",1
"Triepeolus pectoralis","35.8","-78.55","google earth - Wake County",3
"Triepeolus remigatus","35.73333333","-78.7","google earth - State Rd 1152",6
"Triepeolus remigatus","35.76666667","-78.63333333","google earth - Raleigh",34
"Triepeolus simplex","35.76666667","-78.63333333","google earth - Raleigh",1
"Xenoglossa kansensis","35.75","-78.6","google earth - SE, Raleigh (gives general area)",2
"Xenoglossa kansensis","35.76666667","-78.63333333","google earth - Raleigh",3
"Xenoglossa strenua","35.76666667","-78.63333333","google earth - Raleigh",20
"Xenoglossa strenua","35.8","-78.55","google earth - Wake County",1
"Xylocopa micans","35.76666667","-78.63333333","google earth - Raleigh",2
"Xylocopa micans","35.8","-78.55","google earth - Wake County",1
"Xylocopa virginica","35.581153","-78.630853","dataset provided",1
"Xylocopa virginica","35.646777","-78.792472","dataset provided",1
"Xylocopa virginica","35.65","-78.68333333","google earth - McCullers, Garner",1
"Xylocopa virginica","35.658466","-78.837854","dataset provided",1
"Xylocopa virginica","35.672829","-78.677737","dataset provided",1
"Xylocopa virginica","35.680089","-78.621008","dataset provided",1
"Xylocopa virginica","35.71666667","-78.68333333","dataset provided",1
"Xylocopa virginica","35.71666667","-78.85","google earth - Apex",1
"Xylocopa virginica","35.71803","-78.906538","dataset provided",1
"Xylocopa virginica","35.718215","-78.90568","dataset provided",1
"Xylocopa virginica","35.719492","-78.904835","dataset provided",1
"Xylocopa virginica","35.722543","-78.911418","dataset provided",1
"Xylocopa virginica","35.724515","-78.786529","dataset provided",1
"Xylocopa virginica","35.725803","-78.675125","dataset provided",16
"Xylocopa virginica","35.747381","-78.681322","dataset provided",1
"Xylocopa virginica","35.748","-78.687","dataset provided",3
"Xylocopa virginica","35.75","-78.66","dataset provided",7
"Xylocopa virginica","35.75","-78.91666667","google earth - state rd 1604, apex",1
"Xylocopa virginica","35.7502","-78.6605","dataset provided",4
"Xylocopa virginica","35.762238","-78.687492","dataset provided",1
"Xylocopa virginica","35.762516","-78.870987","dataset provided",1
"Xylocopa virginica","35.764392","-78.775936","dataset provided",1
"Xylocopa virginica","35.764434","-78.775816","dataset provided",1
"Xylocopa virginica","35.764494","-78.775572","dataset provided",1
"Xylocopa virginica","35.76453","-78.775484","dataset provided",1
"Xylocopa virginica","35.76456","-78.775472","dataset provided",1
"Xylocopa virginica","35.764682","-78.775432","dataset provided",1
"Xylocopa virginica","35.764754","-78.765372","dataset provided",1
"Xylocopa virginica","35.765078","-78.68171","dataset provided",1
"Xylocopa virginica","35.76666667","-78.63333333","google earth - Raleigh",29
"Xylocopa virginica","35.76666667","-78.66666667","google earth",1
"Xylocopa virginica","35.76666667","-78.73333333","google earth",1
"Xylocopa virginica","35.768","-78.615","dataset provided",1
"Xylocopa virginica","35.77194","-78.63889","dataset provided",3
"Xylocopa virginica","35.77209","-78.63861","dataset provided",1
"Xylocopa virginica","35.775637","-78.678112","dataset provided",1
"Xylocopa virginica","35.775667","-78.823227","dataset provided",1
"Xylocopa virginica","35.775688","-78.823255","dataset provided",1
"Xylocopa virginica","35.77572","-78.823238","dataset provided",1
"Xylocopa virginica","35.775733","-78.823053","dataset provided",1
"Xylocopa virginica","35.77593","-78.82292","dataset provided",1
"Xylocopa virginica","35.775935","-78.822707","dataset provided",1
"Xylocopa virginica","35.775965","-78.73334","dataset provided",1
"Xylocopa virginica","35.776015","-78.822792","dataset provided",1
"Xylocopa virginica","35.776023","-78.822957","dataset provided",1
"Xylocopa virginica","35.77608","-78.823132","dataset provided",1
"Xylocopa virginica","35.776441","-78.795304","dataset provided",1
"Xylocopa virginica","35.77959","-78.638179","dataset provided",1
"Xylocopa virginica","35.780013","-78.824597","dataset provided",1
"Xylocopa virginica","35.781072","-78.675468","dataset provided",1
"Xylocopa virginica","35.782018","-78.82769","dataset provided",1
"Xylocopa virginica","35.78333333","-78.66666667","google earth",1
"Xylocopa virginica","35.78333333","-78.66666667","google earth - gardner hall raleigh",1
"Xylocopa virginica","35.78333333","-78.68333333","google earth - 440 Gorman St",1
"Xylocopa virginica","35.785439","-78.666417","dataset provided",1
"Xylocopa virginica","35.786","-78.669","dataset provided",8
"Xylocopa virginica","35.786","-78.67","dataset provided",9
"Xylocopa virginica","35.786216","-78.668537","dataset provided",1
"Xylocopa virginica","35.786572","-78.670401","dataset provided",1
"Xylocopa virginica","35.787","-78.672","dataset provided",1
"Xylocopa virginica","35.787739","-78.67477","dataset provided",1
"Xylocopa virginica","35.788","-78.673","dataset provided",3
"Xylocopa virginica","35.788045","-78.675448","dataset provided",1
"Xylocopa virginica","35.789845","-78.65063","dataset provided",2
"Xylocopa virginica","35.793197","-78.493538","dataset provided",1
"Xylocopa virginica","35.79347","-78.629449","dataset provided",1
"Xylocopa virginica","35.794","-78.7","dataset provided",30
"Xylocopa virginica","35.794093","-78.698058","dataset provided",1
"Xylocopa virginica","35.795896","-78.692188","dataset provided",1
"Xylocopa virginica","35.797","-78.634","dataset provided",3
"Xylocopa virginica","35.8","-78.55","google earth - Wake County",4
"Xylocopa virginica","35.803","-78.684","dataset provided",10
"Xylocopa virginica","35.80546","-78.60966","dataset provided",3
"Xylocopa virginica","35.810257","-78.715278","dataset provided",1
"Xylocopa virginica","35.8107","-78.71698","dataset provided",1
"Xylocopa virginica","35.812","-78.714","dataset provided",4
"Xylocopa virginica","35.81221","-78.714573","dataset provided",1
"Xylocopa virginica","35.816","-78.642","dataset provided",5
"Xylocopa virginica","35.81666667","-78.71666667","google earth",3
"Xylocopa virginica","35.820892","-78.837311","dataset provided",1
"Xylocopa virginica","35.82777778","-78.715","dataset provided",1
"Xylocopa virginica","35.83","-78.672","dataset provided",1
"Xylocopa virginica","35.834711","-78.786473","dataset provided",1
"Xylocopa virginica","35.840133","-78.38612","dataset provided",1
"Xylocopa virginica","35.848","-78.551","dataset provided",2
"Xylocopa virginica","35.86666667","-78.61666667","dataset provided",2
"Xylocopa virginica","35.867","-78.648","dataset provided",1
"Xylocopa virginica","35.871","-78.763","dataset provided",3
"Xylocopa virginica","35.874229","-78.713519","dataset provided",1
"Xylocopa virginica","35.88333333","-78.75","google earth",2
"Xylocopa virginica","35.888127","-78.623553","dataset provided",1
"Xylocopa virginica","35.888198","-78.623441","dataset provided",1
"Xylocopa virginica","35.888241","-78.623327","dataset provided",1
"Xylocopa virginica","35.892","-78.704","dataset provided",4
"Xylocopa virginica","35.89361111","-78.73083333","dataset provided",1
"Xylocopa virginica","35.899265","-78.721016","dataset provided",1
"Xylocopa virginica","35.917561","-78.388985","dataset provided",1
"Xylocopa virginica","35.926","-78.601","dataset provided",5
"Xylocopa virginica","35.927","-78.564","dataset provided",2
"Xylocopa virginica","35.932","-78.686","dataset provided",4
